u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,shortage_A,shortage_B,q_B,step,period_user_subsidy_spend,period_merchant_subsidy_spend,period_quality_investment,seed,experiment,scenario,u0,m0
0.9325,0.85,0.15,0.85,0.15,0.0,0.89125,0.7825,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.875,0.9,0.1,0.9,0.1,0.0,0.8875,0.775,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.85,0.15,0.85,0.15,0.0,0.87125,0.7424999999999999,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.845,0.85,0.15,0.85,0.15,0.0,0.8474999999999999,0.695,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8875,0.9,0.1,0.9,0.1,0.0,0.89375,0.7875,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.95,0.05,0.95,0.05,0.0,0.9275,0.855,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.85,0.15,0.85,0.15,0.0,0.8775,0.755,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.865,0.95,0.05,0.95,0.05,0.0,0.9075,0.815,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9325,0.8,0.2,0.8,0.2,0.0,0.86625,0.7325,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8325,0.95,0.05,0.95,0.05,0.0,0.89125,0.7825,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9325,0.95,0.05,0.95,0.05,0.0,0.9412499999999999,0.8825,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.915,0.8,0.2,0.8,0.2,0.0,0.8575,0.7150000000000001,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.83,0.8,0.2,0.8,0.2,0.0,0.815,0.63,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8375,0.95,0.05,0.95,0.05,0.0,0.89375,0.7875,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.93,1.0,0.0,1.0,0.0,0.0,0.9650000000000001,0.93,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9525,0.9,0.1,0.9,0.1,0.0,0.92625,0.8525,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9025,0.95,0.05,0.95,0.05,0.0,0.92625,0.8524999999999999,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.935,0.9,0.1,0.9,0.1,0.0,0.9175,0.8350000000000001,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.91,0.85,0.15,0.85,0.15,0.0,0.88,0.76,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8775,0.85,0.15,0.85,0.15,0.0,0.86375,0.7274999999999999,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8475,0.9,0.1,0.9,0.1,0.0,0.87375,0.7475,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.915,0.95,0.05,0.95,0.05,0.0,0.9325,0.865,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9375,0.9,0.1,0.9,0.1,0.0,0.91875,0.8375,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9225,1.0,0.0,1.0,0.0,0.0,0.9612499999999999,0.9225,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9325,0.95,0.05,0.95,0.05,0.0,0.9412499999999999,0.8825,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.91,0.85,0.15,0.85,0.15,0.0,0.88,0.76,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8875,0.9,0.1,0.9,0.1,0.0,0.89375,0.7875,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.88,0.75,0.25,0.75,0.25,0.0,0.815,0.63,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.78,0.75,0.25,0.75,0.25,0.0,0.765,0.53,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8,0.65,0.35,0.65,0.35,0.0,0.7250000000000001,0.45000000000000007,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.69,0.8,0.2,0.8,0.2,0.0,0.745,0.49,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8275,0.85,0.15,0.85,0.15,0.0,0.83875,0.6775,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.885,0.95,0.05,0.95,0.05,0.0,0.9175,0.835,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9075,0.95,0.05,0.95,0.05,0.0,0.92875,0.8574999999999999,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.925,1.0,0.0,1.0,0.0,0.0,0.9625,0.925,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9325,1.0,0.0,1.0,0.0,0.0,0.96625,0.9325,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9575,0.9,0.1,0.9,0.1,0.0,0.92875,0.8575,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.9,0.85,0.15,0.85,0.15,0.0,0.875,0.75,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8525,0.9,0.1,0.9,0.1,0.0,0.87625,0.7525000000000001,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7206,abm_ode_comparison,强网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.86,0.8,0.2,0.8,0.2,0.0,0.8300000000000001,0.66,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.855,0.9,0.1,0.9,0.1,0.0,0.8775,0.755,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9,0.9,0.1,0.9,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.95,0.05,0.95,0.05,0.0,0.9275,0.855,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.85,0.15,0.85,0.15,0.0,0.8775,0.755,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.86,0.9,0.1,0.9,0.1,0.0,0.88,0.76,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8875,0.85,0.15,0.85,0.15,0.0,0.8687499999999999,0.7374999999999999,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.88,0.9,0.1,0.9,0.1,0.0,0.89,0.78,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.95,0.05,0.95,0.05,0.0,0.9212499999999999,0.8424999999999999,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.915,0.8,0.2,0.8,0.2,0.0,0.8575,0.7150000000000001,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8475,0.85,0.15,0.85,0.15,0.0,0.84875,0.6975,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.865,0.85,0.15,0.85,0.15,0.0,0.8574999999999999,0.715,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8825,0.75,0.25,0.75,0.25,0.0,0.8162499999999999,0.6325,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.775,0.75,0.25,0.75,0.25,0.0,0.7625,0.525,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8175,0.9,0.1,0.9,0.1,0.0,0.85875,0.7175,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9275,0.85,0.15,0.85,0.15,0.0,0.8887499999999999,0.7775,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.88,0.95,0.05,0.95,0.05,0.0,0.915,0.83,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9075,0.75,0.25,0.75,0.25,0.0,0.82875,0.6575,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8175,0.8,0.2,0.8,0.2,0.0,0.8087500000000001,0.6175,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.83,0.9,0.1,0.9,0.1,0.0,0.865,0.73,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.88,0.75,0.25,0.75,0.25,0.0,0.815,0.63,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.7725,0.8,0.2,0.8,0.2,0.0,0.78625,0.5725,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.855,0.9,0.1,0.9,0.1,0.0,0.8775,0.755,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8875,0.85,0.15,0.85,0.15,0.0,0.8687499999999999,0.7374999999999999,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.85,0.8,0.2,0.8,0.2,0.0,0.825,0.65,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8525,0.85,0.15,0.85,0.15,0.0,0.8512500000000001,0.7025,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9175,0.85,0.15,0.85,0.15,0.0,0.88375,0.7675,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.95,0.05,0.95,0.05,0.0,0.9212499999999999,0.8424999999999999,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9375,0.9,0.1,0.9,0.1,0.0,0.91875,0.8375,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9025,0.75,0.25,0.75,0.25,0.0,0.8262499999999999,0.6525,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.7675,0.85,0.15,0.85,0.15,0.0,0.80875,0.6174999999999999,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.86,0.85,0.15,0.85,0.15,0.0,0.855,0.71,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.89,0.85,0.15,0.85,0.15,0.0,0.87,0.74,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8775,0.9,0.1,0.9,0.1,0.0,0.8887499999999999,0.7775,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9025,0.9,0.1,0.9,0.1,0.0,0.90125,0.8025,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9025,0.85,0.15,0.85,0.15,0.0,0.87625,0.7525,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.875,0.95,0.05,0.95,0.05,0.0,0.9125,0.825,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9275,0.9,0.1,0.9,0.1,0.0,0.9137500000000001,0.8275,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.85,0.15,0.85,0.15,0.0,0.8775,0.755,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.87,0.8,0.2,0.8,0.2,0.0,0.835,0.67,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.84,0.95,0.05,0.95,0.05,0.0,0.895,0.7899999999999999,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9325,0.85,0.15,0.85,0.15,0.0,0.89125,0.7825,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.88,0.85,0.15,0.85,0.15,0.0,0.865,0.73,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8475,0.9,0.1,0.9,0.1,0.0,0.87375,0.7475,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.8,0.2,0.8,0.2,0.0,0.84625,0.6925,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.82,0.9,0.1,0.9,0.1,0.0,0.86,0.72,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9,0.85,0.15,0.85,0.15,0.0,0.875,0.75,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.84,0.8,0.2,0.8,0.2,0.0,0.8200000000000001,0.64,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8275,0.8,0.2,0.8,0.2,0.0,0.81375,0.6275000000000001,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.85,0.75,0.25,0.75,0.25,0.0,0.8,0.6,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.805,0.7,0.3,0.7,0.3,0.0,0.7525,0.505,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.7625,0.75,0.25,0.75,0.25,0.0,0.75625,0.5125,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.79,0.75,0.25,0.75,0.25,0.0,0.77,0.54,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.79,0.7,0.3,0.7,0.3,0.0,0.745,0.49,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.7075,0.75,0.25,0.75,0.25,0.0,0.72875,0.4575,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8375,0.8,0.2,0.8,0.2,0.0,0.8187500000000001,0.6375000000000001,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.84,1.0,0.0,1.0,0.0,0.0,0.9199999999999999,0.84,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.945,0.75,0.25,0.75,0.25,0.0,0.8474999999999999,0.695,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.785,0.75,0.25,0.75,0.25,0.0,0.7675000000000001,0.535,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8275,0.85,0.15,0.85,0.15,0.0,0.83875,0.6775,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8325,0.75,0.25,0.75,0.25,0.0,0.79125,0.5825,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8,0.85,0.15,0.85,0.15,0.0,0.825,0.65,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8675,0.9,0.1,0.9,0.1,0.0,0.88375,0.7675000000000001,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.895,0.95,0.05,0.95,0.05,0.0,0.9225,0.845,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.75,0.25,0.75,0.25,0.0,0.8275,0.655,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8375,0.85,0.15,0.85,0.15,0.0,0.84375,0.6875,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8725,0.95,0.05,0.95,0.05,0.0,0.91125,0.8225,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9225,0.95,0.05,0.95,0.05,0.0,0.93625,0.8724999999999999,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.9125,0.8,0.2,0.8,0.2,0.0,0.85625,0.7125,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7207,abm_ode_comparison,强网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.865,0.85,0.15,0.85,0.15,0.0,0.8574999999999999,0.715,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.835,0.8,0.2,0.8,0.2,0.0,0.8175,0.635,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8275,0.85,0.15,0.85,0.15,0.0,0.83875,0.6775,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8475,0.85,0.15,0.85,0.15,0.0,0.84875,0.6975,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.885,0.8,0.2,0.8,0.2,0.0,0.8425,0.685,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8425,0.85,0.15,0.85,0.15,0.0,0.84625,0.6925,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8575,0.85,0.15,0.85,0.15,0.0,0.85375,0.7075,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8725,0.9,0.1,0.9,0.1,0.0,0.88625,0.7725000000000001,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8775,0.8,0.2,0.8,0.2,0.0,0.83875,0.6775,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8425,0.95,0.05,0.95,0.05,0.0,0.89625,0.7925,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9275,0.8,0.2,0.8,0.2,0.0,0.86375,0.7275,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.85,0.75,0.25,0.75,0.25,0.0,0.8,0.6,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8275,0.9,0.1,0.9,0.1,0.0,0.86375,0.7275,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8875,0.9,0.1,0.9,0.1,0.0,0.89375,0.7875,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.91,0.95,0.05,0.95,0.05,0.0,0.9299999999999999,0.86,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.9,0.1,0.9,0.1,0.0,0.89625,0.7925,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.875,0.9,0.1,0.9,0.1,0.0,0.8875,0.775,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.915,0.9,0.1,0.9,0.1,0.0,0.9075,0.8150000000000001,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9,0.9,0.1,0.9,0.1,0.0,0.9,0.8,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.92,1.0,0.0,1.0,0.0,0.0,0.96,0.92,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9475,0.9,0.1,0.9,0.1,0.0,0.9237500000000001,0.8475,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.915,0.9,0.1,0.9,0.1,0.0,0.9075,0.8150000000000001,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9125,0.95,0.05,0.95,0.05,0.0,0.9312499999999999,0.8624999999999999,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9425,1.0,0.0,1.0,0.0,0.0,0.97125,0.9425,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9425,0.95,0.05,0.95,0.05,0.0,0.94625,0.8925,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.8,0.2,0.8,0.2,0.0,0.84625,0.6925,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8575,0.8,0.2,0.8,0.2,0.0,0.8287500000000001,0.6575000000000001,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.83,0.9,0.1,0.9,0.1,0.0,0.865,0.73,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8925,0.85,0.15,0.85,0.15,0.0,0.87125,0.7424999999999999,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8625,0.95,0.05,0.95,0.05,0.0,0.90625,0.8125,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9275,0.75,0.25,0.75,0.25,0.0,0.83875,0.6775,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.7825,0.8,0.2,0.8,0.2,0.0,0.79125,0.5825,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8575,0.8,0.2,0.8,0.2,0.0,0.8287500000000001,0.6575000000000001,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8175,0.9,0.1,0.9,0.1,0.0,0.85875,0.7175,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.9,0.8,0.2,0.8,0.2,0.0,0.8500000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.86,0.85,0.15,0.85,0.15,0.0,0.855,0.71,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.865,0.85,0.15,0.85,0.15,0.0,0.8574999999999999,0.715,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.8675,0.9,0.1,0.9,0.1,0.0,0.88375,0.7675000000000001,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
0.905,0.95,0.05,0.95,0.05,0.0,0.9275,0.855,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7208,abm_ode_comparison,强网络效应,0.8,0.8
